image,Deepfake Classification,timestamp
.gradio\flagged\image\9bcffe5cc0f3f19f4029\fake1.png,"{""label"": ""real"", ""confidences"": [{""label"": ""real"", ""confidence"": 0.756}, {""label"": ""fake"", ""confidence"": 0.244}]}",2025-06-19 01:36:39.804149
